Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2022;Sulawesi Barat;Kab. Mamuju;0;0;0;0;0;0;0;0;0
2022;Sulawesi Barat;Kab. Majene;0;0;0;0;0;0;0;0;0
2022;Sulawesi Barat;Kab. Mamuju Tengah;0;0;0;0;0;0;0;0;0
2022;Maluku;Kab. Maluku Tengah;0;0;1674;13952;0;0;0;0;37
2022;Maluku;Kab. Buru Selatan;4429;2044;1590;2498;114;114;114;114;341
2022;Maluku Utara;Kab. Halmahera Utara;25178;8029;6459;6736;424;2116;449;1050;56
2022;Maluku Utara;Kota Tidore Kepulauan;0;0;0;0;0;0;0;0;0
2022;Papua;Kab. Jayapura;13485;1568;6899;7683;1098;0;0;0;0
2022;Papua;Kab. Kepulauan Yapen;0;0;0;0;0;0;0;0;0
2022;Papua;Kab. Biak Numfor;2731;8422;4797;2495;2246;2;28;714;0
2022;Papua;Kab. Sarmi;0;0;0;0;0;0;0;0;0
2022;Papua;Kab. Waropen;529;793;1057;1057;529;264;529;264;264
2022;Papua;Kota Jayapura;0;0;0;0;0;0;0;0;0
2022;Papua Barat;Kab. Manokwari;26236;0;6559;15503;0;0;0;0;11329
2022;Papua Barat;Kab. Teluk Wondama;0;0;0;0;0;0;0;0;0
2022;Papua Barat;Kab. Kaimana;929;1394;1858;2323;929;465;929;465;0
2022;Papua Selatan;Kab. Merauke;15334;6005;3901;6649;237;611;170;305;712
2022;Papua Selatan;Kab. Boven Digoel;1428;1237;1904;1428;95;476;190;952;1808
2022;Papua Selatan;Kab. Asmat;3325;1962;2494;6650;665;399;499;299;332
2022;Papua Tengah;Kab. Mimika;0;0;0;0;0;0;0;0;0
2022;Papua Barat Daya;Kab. Sorong;0;0;0;0;0;0;0;0;0
2021;Aceh;Kab. Aceh Selatan;10092;4274;4174;5607;2248;2217;1184;2113;2617
2021;Aceh;Kab. Gayo Lues;5903;2066;1771;2509;443;443;295;295;1033
2021;Aceh;Kota Banda Aceh;27593;15702;10075;15067;908;3177;2723;2723;12798
2021;Aceh;Kota Sabang;1628;1020;645;1388;375;264;264;227;332
2021;Aceh;Kota Langsa;6099;7115;3049;3388;4744;3388;2372;2372;1355
2021;Aceh;Kota Subulussalam;4959;1653;2479;2479;331;1322;496;331;2479
2021;Sumatera Utara;Kab. Tapanuli Tengah;36388;7;7591;8764;247;2186;560;1060;9843
2021;Sumatera Utara;Kab. Tapanuli Utara;0;0;0;0;0;2808;0;4914;0
2021;Sumatera Utara;Kab. Langkat;70184;58803;46283;13278;379;379;379;0;0
2021;Sumatera Utara;Kab. Karo;9023;6829;7450;9412;5174;9106;1407;7036;27343
2021;Sumatera Utara;Kab. Deli Serdang;83667;97951;56322;82442;24488;20406;12244;8163;22447
2021;Sumatera Utara;Kab. Simalungun;1004;42874;53597;37096;21598;76;95;15460;17657
2021;Sumatera Utara;Kab. Asahan;0;0;0;0;0;0;0;0;0
2021;Sumatera Utara;Kab. Toba;0;0;0;0;0;0;0;0;0
2021;Sumatera Utara;Kota Medan;258005;32251;96752;96752;45151;19350;19350;12900;64501
2021;Sumatera Utara;Kota Pematang Siantar;38273;5103;10206;8505;4253;2552;3402;3402;9356
2021;Sumatera Utara;Kota Tebing Tinggi;28264;780;5152;7505;329;1172;320;825;730
2021;Sumatera Barat;Kab. Pesisir Selatan;11268;10826;12704;10494;8837;232;873;0;0
2021;Sumatera Barat;Kab. Tanah Datar;32456;0;4039;2808;1048;735;0;1559;4161
2021;Sumatera Barat;Kab. Agam;0;0;0;0;0;0;0;0;0
2021;Sumatera Barat;Kab. Lima Puluh Kota;0;0;0;0;0;0;0;0;0
2021;Sumatera Barat;Kab. Pasaman;0;0;0;0;0;0;0;0;0
2021;Sumatera Barat;Kab. Dharmasraya;0;0;14965;10849;10101;0;0;0;0
2021;Sumatera Barat;Kab. Solok Selatan;9243;211;4413;6933;35;159;148;650;5195
2021;Sumatera Barat;Kota Padang;146566;15964;13303;28940;443;7702;3501;5601;11366
2021;Sumatera Barat;Kota Solok;8978;2236;1968;4330;122;102;37;236;1654
2021;Sumatera Barat;Kota Sawahlunto;0;0;0;0;0;0;0;0;0
2021;Sumatera Barat;Kota Padang Panjang;7560;4128;2514;2220;263;166;140;208;321
2021;Sumatera Barat;Kota Payakumbuh;18616;2679;4118;7768;234;563;206;314;1565
2021;Riau;Kab. Indragiri Hilir;109282;3363;3363;50438;0;1681;0;0;0
2021;Riau;Kab. Siak;27199;10461;6974;18132;697;1395;1395;2092;1395
2021;Riau;Kota Pekanbaru;208349;10594;42376;35313;7063;3531;3531;3531;38845
2021;Riau;Kota Dumai;27006;4280;3347;4988;1623;2214;2450;2155;10968
2021;Jambi;Kab. Merangin;29018;3627;7980;3627;21764;725;3627;725;1451
2021;Jambi;Kab. Bungo;34317;2326;7998;3347;1021;851;2921;567;3375
2021;Jambi;Kota Jambi;25471;37693;11668;69678;1407;901;1945;474;8870
2021;Sumatera Selatan;Kab. Muara Enim;90590;11981;10956;25505;1692;1975;534;460;4766
2021;Sumatera Selatan;Kab. Lahat;56181;16854;5618;16854;5618;0;0;5618;5618
2021;Sumatera Selatan;Kab. Musi Banyuasin;45421;9084;9084;9084;9084;908;4542;2725;908
2021;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;12267;9201;22490;27602;3067;5111;3067;2045;17379
2021;Sumatera Selatan;Kota Palembang;245120;23263;65050;75389;2154;11631;1292;3446;3446
2021;Sumatera Selatan;Kota Prabumulih;18599;3472;1984;8715;709;638;283;602;425
2021;Bengkulu;Kab. Seluma;17535;13638;2728;3117;1559;195;0;195;0
2021;Lampung;Kab. Lampung Tengah;8635;69083;6908;82900;0;3454;0;1727;0
2021;Lampung;Kab. Tanggamus;32609;19779;8009;15084;3654;2765;2316;4363;1203
2021;Lampung;Kab. Way Kanan;420;133;28;56;28;14;14;7;0
2021;Lampung;Kab. Pringsewu;19601;8909;2970;3564;8909;0;0;1782;13661
2021;Lampung;Kota Bandar Lampung;113576;36266;32892;48916;8715;7028;5060;6466;22209
2021;Lampung;Kota Metro;21409;2366;3564;9126;212;474;102;334;326
2021;Kepulauan Bangka Belitung;Kab. Bangka;18982;6650;5750;8084;1605;1281;943;1100;3239
2021;Kepulauan Bangka Belitung;Kab. Belitung;199;10613;531;7960;663;796;796;1327;3648
2021;Kepulauan Bangka Belitung;Kab. Bangka Selatan;5197;8616;2936;3513;4378;1123;1164;1459;860
2021;Kepulauan Bangka Belitung;Kab. Bangka Tengah;12414;2518;1126;4266;1126;1452;0;1659;5066
2021;Kepulauan Bangka Belitung;Kota Pangkal Pinang;30309;7942;4205;7884;1285;1810;1168;934;2862
2021;Kepulauan Riau;Kab. Bintan;7655;1098;4856;2846;142;1067;935;610;1118
2021;Kepulauan Riau;Kab. Karimun;15247;12595;15910;16241;2652;1657;994;795;199
2021;Kepulauan Riau;Kota Tanjung Pinang;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kab. Adm. Kep. Seribu;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kota Adm. Jakarta Pusat;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kota Adm. Jakarta Utara;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kota Adm. Jakarta Barat;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kota Adm. Jakarta Selatan;0;0;0;0;0;0;0;0;0
2021;DKI Jakarta;Kota Adm. Jakarta Timur;0;0;0;0;0;0;0;0;0
2021;Jawa Barat;Kab. Bandung;0;0;0;0;0;0;0;0;0
2021;Jawa Barat;Kab. Garut;242431;0;25756;83808;4088;10629;0;13900;28209
2021;Jawa Barat;Kab. Ciamis;71833;835;31323;31323;22344;13364;3550;33620;626
2021;Jawa Barat;Kab. Cirebon;0;0;0;0;0;0;0;0;0
2021;Jawa Barat;Kab. Sumedang;32293;8073;24219;64585;4844;4844;3229;3229;16146
2021;Jawa Barat;Kab. Indramayu;108663;25757;100614;144079;4025;7244;3220;2817;6037
2021;Jawa Barat;Kota Bogor;98369;34429;49184;36888;2459;6148;1230;2459;14755
2021;Jawa Barat;Kota Sukabumi;39050;0;5974;8297;276;592;0;395;11212
2021;Jawa Barat;Kota Bandung;258786;23135;76264;97074;5232;27611;13834;11451;67894
2021;Jawa Barat;Kota Cirebon;36734;8777;4150;14187;530;1314;433;1067;7441
2021;Jawa Barat;Kota Bekasi;565438;62441;36424;135289;1734;54636;4336;4336;2602
2021;Jawa Barat;Kota Depok;301946;2734;29259;102456;672;2734;2398;2734;34727
2021;Jawa Barat;Kota Cimahi;0;50746;8625;15645;3109;5315;0;3009;13840
2021;Jawa Tengah;Kab. Cilacap;198621;36611;33442;56552;4581;4305;1756;2239;6303
2021;Jawa Tengah;Kab. Banyumas;70329;11721;11721;58607;17582;9768;5861;9768;0
2021;Jawa Tengah;Kab. Purbalingga;111692;4061;16447;33871;1311;4319;9562;1624;1698
2021;Jawa Tengah;Kab. Purworejo;3163;70632;6325;9488;4217;527;316;1054;8644
2021;Jawa Tengah;Kab. Wonosobo;0;0;0;0;0;0;0;0;0
2021;Jawa Tengah;Kab. Magelang;94047;9703;65186;44535;3234;2737;1990;5971;21397
2021;Jawa Tengah;Kab. Boyolali;0;0;0;0;0;0;0;0;0
2021;Jawa Tengah;Kab. Klaten;145262;8231;22537;32427;215;905;172;1400;4309
2021;Jawa Tengah;Kab. Sukoharjo;81869;2467;10509;20900;2204;2598;2388;1666;6599
2021;Jawa Tengah;Kab. Wonogiri;40092;16037;32074;40092;8018;8018;4009;8018;4009
2021;Jawa Tengah;Kab. Karanganyar;83205;2641;6604;26414;1321;2641;2641;3962;2641
2021;Jawa Tengah;Kab. Sragen;159822;1712;17972;24177;1070;4065;642;3851;642
2021;Jawa Tengah;Kab. Blora;16560;4140;14904;33121;8280;1656;1656;2070;414
2021;Jawa Tengah;Kab. Rembang;34181;1426;11997;30890;834;1686;690;1193;6770
2021;Jawa Tengah;Kab. Pati;0;0;0;0;0;0;0;0;0
2021;Jawa Tengah;Kab. Jepara;47080;33221;15859;31688;1139;3096;774;2453;10718
2021;Jawa Tengah;Kab. Demak;85164;54737;23888;60828;1582;4667;1160;3243;28397
2021;Jawa Tengah;Kab. Semarang;5766;17297;44203;57657;7688;7688;3844;9609;38438
2021;Jawa Tengah;Kab. Temanggung;69319;41643;20246;27220;4217;4363;2154;4491;8909
2021;Jawa Tengah;Kab. Batang;33129;15381;15381;18931;8282;7099;3550;7099;9465
2021;Jawa Tengah;Kab. Pekalongan;2829;8487;9901;12730;1414;4243;1414;0;100428
2021;Jawa Tengah;Kab. Pemalang;0;0;0;0;0;0;0;0;0
2021;Jawa Tengah;Kab. Tegal;48964;39171;44068;80790;7345;4896;4896;2448;12241
2021;Jawa Tengah;Kab. Brebes;7177;287092;7177;39475;3589;3589;3589;3589;3589
2021;Jawa Tengah;Kota Magelang;9924;3917;5536;6331;236;530;147;1090;1737
2021;Jawa Tengah;Kota Salatiga;0;0;0;0;0;0;0;0;0
2021;Jawa Tengah;Kota Semarang;261853;0;43850;74089;5255;21279;4307;7710;12406
2021;Jawa Tengah;Kota Tegal;39730;8093;6254;10300;736;5150;1471;1471;368
2021;D.I. Yogyakarta;Kab. Kulon Progo;43435;0;8146;11133;1086;136;0;718;0
2021;D.I. Yogyakarta;Kab. Sleman;0;0;0;0;0;0;0;0;0
2021;D.I. Yogyakarta;Kota Yogyakarta;60002;13038;7385;12894;2533;813;155;12739;9943
2021;Jawa Timur;Kab. Pacitan;71584;3035;8686;17791;523;209;209;523;2093
2021;Jawa Timur;Kab. Ponorogo;63354;510;23397;30983;679;9356;2024;849;10389
2021;Jawa Timur;Kab. Trenggalek;0;0;0;0;0;0;0;0;0
2021;Jawa Timur;Kab. Tulungagung;96061;32020;14009;13008;18011;13409;5003;4003;4603
2021;Jawa Timur;Kab. Blitar;106008;1496;18628;11222;1347;2903;778;1377;5865
2021;Jawa Timur;Kab. Kediri;90408;43782;8339;22037;390;3936;1228;9255;15471
2021;Jawa Timur;Kab. Lumajang;73677;31759;19495;32583;2105;5949;2654;2746;12081
2021;Jawa Timur;Kab. Banyuwangi;14268;3841;86795;99599;4299;6951;2607;11661;227277
2021;Jawa Timur;Kab. Situbondo;0;0;0;0;0;0;0;0;0
2021;Jawa Timur;Kab. Jombang;94566;14074;15351;24198;2400;5246;2575;2400;32774
2021;Jawa Timur;Kab. Nganjuk;99638;3240;21224;19928;9721;1620;1620;1620;3402
2021;Jawa Timur;Kab. Magetan;24485;24485;7835;19588;1469;1959;1763;1273;15083
2021;Jawa Timur;Kab. Ngawi;49868;4948;13541;39842;3125;2995;4818;4557;6510
2021;Jawa Timur;Kab. Bojonegoro;0;0;0;0;0;0;0;0;0
2021;Jawa Timur;Kab. Tuban;107475;28136;10615;20239;312;2975;184;2443;11276
2021;Jawa Timur;Kab. Lamongan;24302;9721;7291;14581;6481;1620;1620;810;14581
2021;Jawa Timur;Kab. Pamekasan;55526;4038;7067;13124;3029;5048;2019;2019;9086
2021;Jawa Timur;Kab. Sumenep;78619;1448;27936;23242;0;1220;349;764;536
2021;Jawa Timur;Kota Kediri;33502;4760;7665;8963;2905;1360;865;494;1298
2021;Jawa Timur;Kota Blitar;14545;3732;1427;2497;220;796;823;933;2470
2021;Jawa Timur;Kota Malang;0;0;0;0;0;0;0;0;0
2021;Jawa Timur;Kota Probolinggo;21494;1297;3722;7004;289;275;328;338;501
2021;Jawa Timur;Kota Pasuruan;4989;3158;666;2991;35;331;35;64;37081
2021;Jawa Timur;Kota Madiun;35393;655;3452;1748;1092;393;393;350;218
2021;Jawa Timur;Kota Surabaya;0;0;0;0;0;0;0;0;0
2021;Jawa Timur;Kota Batu;1670;835;2506;1670;418;0;0;418;0
2021;Banten;Kab. Serang;267668;0;38784;85045;4248;8496;0;1189;19371
2021;Banten;Kota Cilegon;0;0;0;0;0;0;0;0;0
2021;Banten;Kota Tangerang Selatan;0;0;0;0;0;0;0;0;0
2021;Bali;Kab. Jembrana;6664;18341;6593;13126;1247;4158;4158;1604;3504
2021;Bali;Kab. Tabanan;4212;32857;31172;35384;0;0;0;0;0
2021;Bali;Kab. Badung;18677;39572;12957;33152;3035;2451;782;1051;5054
2021;Bali;Kab. Gianyar;0;83007;15392;24140;4452;1074;1046;0;12226
2021;Bali;Kab. Bangli;4858;28336;810;1538;607;162;202;324;3643
2021;Bali;Kab. Buleleng;3701;77444;6968;12600;3490;6597;5632;4122;3218
2021;Bali;Kota Denpasar;102409;118487;24117;47884;2796;2447;1049;7340;42991
2021;Nusa Tenggara Barat;Kab. Lombok Timur;63524;40585;6176;33526;12352;7058;5294;7058;882
2021;Nusa Tenggara Barat;Kab. Sumbawa;36186;7747;11544;19263;2235;483;644;4053;12548
2021;Nusa Tenggara Barat;Kota Mataram;61667;5781;6745;8672;5781;1927;1927;1927;1927
2021;Nusa Tenggara Timur;Kab. Alor;0;0;0;0;0;0;0;0;0
2021;Nusa Tenggara Timur;Kab. Manggarai Barat;10436;5099;6992;3330;795;981;405;891;1068
2021;Nusa Tenggara Timur;Kota Kupang;23029;13333;11312;16565;4040;2424;1212;2020;6868
2021;Kalimantan Barat;Kab. Sambas;40498;5670;14377;25311;304;1012;911;2025;11137
2021;Kalimantan Barat;Kab. Mempawah;0;0;0;0;0;0;0;0;0
2021;Kalimantan Barat;Kab. Sanggau;49734;12042;4185;6282;0;0;0;2619;13617
2021;Kalimantan Barat;Kab. Melawi;0;0;0;0;0;0;0;0;0
2021;Kalimantan Barat;Kota Pontianak;0;0;0;0;0;0;0;0;0
2021;Kalimantan Barat;Kota Singkawang;0;0;0;0;0;0;0;0;0
2021;Kalimantan Tengah;Kab. Kapuas;22469;16478;13482;14980;4494;0;0;0;2996
2021;Kalimantan Tengah;Kab. Barito Utara;6939;2776;3238;4626;1156;1156;463;463;2313
2021;Kalimantan Tengah;Kab. Seruyan;8919;4460;3122;7433;595;446;1487;743;2527
2021;Kalimantan Tengah;Kab. Gunung Mas;7413;3707;5560;18533;371;185;741;371;185
2021;Kalimantan Tengah;Kab. Pulang Pisau;5807;6604;3287;6207;788;595;205;442;763
2021;Kalimantan Tengah;Kab. Barito Timur;5433;1528;1188;6282;170;849;1104;204;221
2021;Kalimantan Tengah;Kota Palangkaraya;22698;2338;4611;10523;691;1274;1177;1101;9572
2021;Kalimantan Selatan;Kab. Tanah Laut;20693;10347;5173;7243;1552;2069;2587;1035;1035
2021;Kalimantan Selatan;Kab. Kotabaru;16164;6180;12836;5229;475;475;95;475;5610
2021;Kalimantan Selatan;Kab. Banjar;0;0;0;0;0;0;0;0;0
2021;Kalimantan Selatan;Kab. Barito Kuala;20623;3293;3639;4159;1074;659;173;693;347
2021;Kalimantan Selatan;Kab. Tapin;14760;1052;3085;9813;141;259;44;35;188
2021;Kalimantan Selatan;Kab. Hulu Sungai Selatan;19337;519;4601;8883;1016;161;315;140;70
2021;Kalimantan Selatan;Kab. Hulu Sungai Tengah;15124;529;1530;9409;1371;397;468;555;8389
2021;Kalimantan Selatan;Kab. Hulu Sungai Utara;17863;3249;3468;4862;300;229;385;2752;2173
2021;Kalimantan Selatan;Kab. Tabalong;13314;740;6287;8876;370;1109;0;1109;5178
2021;Kalimantan Selatan;Kab. Tanah Bumbu;0;0;0;0;0;0;0;0;0
2021;Kalimantan Selatan;Kab. Balangan;11745;2093;2238;2988;421;341;147;245;221
2021;Kalimantan Selatan;Kota Banjarmasin;103316;1183;17358;23606;2514;27599;3013;5010;1257
2021;Kalimantan Selatan;Kota Banjarbaru;29038;2525;9619;14248;301;180;240;60;3908
2021;Kalimantan Timur;Kab. Paser;23140;93;4292;5740;581;5706;505;1481;543
2021;Kalimantan Timur;Kab. Kutai Kartanegara;60055;796;8474;6386;1657;1276;447;1422;731
2021;Kalimantan Timur;Kab. Kutai Timur;33308;15492;5422;17042;1549;775;1549;1549;775
2021;Kalimantan Timur;Kab. Penajam Paser Utara;15576;368;7047;10073;74;7;226;280;115
2021;Kalimantan Timur;Kota Balikpapan;76766;11542;18620;13067;7023;5336;1779;11905;35443
2021;Kalimantan Timur;Kota Samarinda;113388;14866;36104;42263;1380;1317;127;1954;977
2021;Kalimantan Timur;Kota Bontang;16719;2274;10421;6821;796;11;95;398;360
2021;Kalimantan Utara;Kab. Nunukan;7081;1251;3571;3250;31;31;15;15;15
2021;Kalimantan Utara;Kab. Tana Tidung;0;0;0;0;0;0;0;0;0
2021;Sulawesi Utara;Kab. Kepulauan Sangihe;10390;994;1057;5286;81;671;102;407;1344
2021;Sulawesi Utara;Kab. Minahasa Selatan;6905;4143;4143;12428;1381;1381;1726;690;1726
2021;Sulawesi Utara;Kab. Minahasa Tenggara;5975;1603;2014;1828;709;705;537;851;2338
2021;Sulawesi Utara;Kab. Bolaang Mongondow Utara;303;2275;152;1213;76;152;46;76;10875
2021;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;2547;1274;1274;3184;637;1528;1274;637;382
2021;Sulawesi Utara;Kota Manado;59177;1414;23150;24167;323;1911;1848;2295;9776
2021;Sulawesi Utara;Kota Bitung;27896;1186;10435;11037;208;857;793;1059;4404
2021;Sulawesi Utara;Kota Tomohon;0;0;0;0;0;0;0;0;0
2021;Sulawesi Utara;Kota Kotamobagu;16917;1581;3731;2688;1802;1138;822;885;2055
2021;Sulawesi Tengah;Kab. Donggala;15540;4440;8880;5772;2664;1332;1332;1332;3108
2021;Sulawesi Tengah;Kab. Parigi Moutong;0;0;0;0;0;0;0;0;0
2021;Sulawesi Tengah;Kab. Sigi;0;0;0;0;0;0;0;0;0
2021;Sulawesi Tengah;Kab. Banggai Laut;0;0;0;0;0;0;0;0;0
2021;Sulawesi Tengah;Kota Palu;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kab. Kepulauan Selayar;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kab. Bulukumba;9523;6349;15872;12698;3174;3174;3174;3174;6349
2021;Sulawesi Selatan;Kab. Bantaeng;8872;8098;3239;4123;365;883;589;333;2945
2021;Sulawesi Selatan;Kab. Jeneponto;15831;10554;5864;10554;3518;880;2932;880;7623
2021;Sulawesi Selatan;Kab. Sinjai;12453;5140;12291;5804;3242;344;174;32;55
2021;Sulawesi Selatan;Kab. Bone;107774;736;14870;12809;4564;442;1620;1620;2797
2021;Sulawesi Selatan;Kab. Maros;42872;4578;1843;4555;1281;330;319;145;2028
2021;Sulawesi Selatan;Kab. Pangkajene Kepulauan;31870;5467;4538;3680;3281;363;96;782;404
2021;Sulawesi Selatan;Kab. Barru;15802;3465;1663;4158;693;277;277;277;1109
2021;Sulawesi Selatan;Kab. Soppeng;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kab. Wajo;22710;9597;3985;9420;1162;2159;3542;1605;1168
2021;Sulawesi Selatan;Kab. Sidenreng Rappang;26162;4485;2897;3083;2102;1682;1962;2056;2289
2021;Sulawesi Selatan;Kab. Pinrang;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kab. Enrekang;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kab. Luwu Timur;17550;4387;10969;6581;1316;439;877;877;877
2021;Sulawesi Selatan;Kota Makassar;0;0;0;0;0;0;0;0;0
2021;Sulawesi Selatan;Kota Parepare;14417;3159;3465;3117;1044;543;584;765;738
2021;Sulawesi Selatan;Kota Palopo;10111;8426;6741;5056;2696;0;0;0;674
2021;Sulawesi Tenggara;Kab. Wakatobi;0;0;0;0;0;0;0;0;0
2021;Sulawesi Tenggara;Kota Kendari;42141;16837;16200;16654;1487;695;1023;1120;386
2021;Gorontalo;Kota Gorontalo;10824;5154;5154;15462;4123;2577;3608;4639;0
2021;Sulawesi Barat;Kab. Mamuju;0;0;0;0;0;0;0;0;0
2021;Sulawesi Barat;Kab. Majene;0;0;0;0;0;0;0;0;0
2021;Sulawesi Barat;Kab. Mamuju Tengah;0;0;0;0;0;0;0;0;0
2021;Maluku;Kab. Maluku Tengah;0;0;0;0;0;0;0;0;0
2021;Maluku;Kab. Buru Selatan;3728;2485;1243;2598;226;113;113;226;565
2021;Maluku;Kota Tual;1667;3432;2118;3099;1098;1824;1373;1314;3687
2021;Maluku Utara;Kota Tidore Kepulauan;5724;4209;2020;1986;387;135;253;976;1145
2021;Papua;Kab. Jayapura;12299;0;6149;6149;922;0;0;0;0
2021;Papua;Kab. Biak Numfor;2746;8363;4766;2480;2230;2;28;708;0
2021;Papua;Kab. Keerom;900;900;450;4049;900;450;450;450;450
2021;Papua;Kota Jayapura;53573;8347;3800;5239;3355;1622;867;358;2337
2021;Papua Barat;Kab. Manokwari;25698;0;6425;15185;0;0;0;0;11097
2021;Papua Selatan;Kab. Asmat;3260;1630;2445;6519;652;489;489;489;326
2021;Papua Tengah;Kab. Nabire;15448;3736;1136;2795;119;482;0;442;536
2021;Papua Pegunungan;Kab. Lanny Jaya;0;0;0;0;0;0;0;0;0
2021;Papua Barat Daya;Kab. Sorong Selatan;0;0;0;0;0;0;0;0;0
2021;Papua Barat Daya;Kab. Tambrauw;0;0;0;0;0;0;0;0;0
2020;Aceh;Kab. Aceh Timur;7779;2943;1051;5466;1051;631;420;841;841
2020;Aceh;Kab. Aceh Tengah;8155;6672;2595;9637;1112;4077;1853;1853;1112
2020;Aceh;Kab. Simeulue;823;2075;1897;5680;2683;1057;882;323;477
2020;Aceh;Kab. Aceh Jaya;0;0;0;0;0;0;0;0;0
2020;Aceh;Kab. Bener Meriah;4720;4720;2360;3540;1180;2360;1180;1180;2360
2020;Aceh;Kota Banda Aceh;31258;10212;2664;6038;3996;6660;8258;3996;15718
2020;Aceh;Kota Sabang;0;0;0;0;0;0;0;0;0
2020;Aceh;Kota Langsa;6253;7295;1390;2779;4516;3474;2432;2779;3821
2020;Sumatera Utara;Kab. Langkat;55652;46627;36700;10529;301;301;301;0;0
2020;Sumatera Utara;Kab. Deli Serdang;82147;96172;55299;80945;24043;20036;12022;8014;22039
2020;Sumatera Utara;Kab. Asahan;2646;140036;16376;29741;4561;12498;1004;3033;18177
2020;Sumatera Utara;Kab. Dairi;23050;4562;5180;7995;133;145;83;220;141
2020;Sumatera Utara;Kab. Humbang Hasundutan;2499;11454;2083;2707;625;208;42;167;1041
2020;Sumatera Utara;Kab. Samosir;7769;3237;6474;9711;2007;647;324;259;1942
2020;Sumatera Utara;Kota Medan;298659;31110;105775;87109;6222;24888;12444;6222;49777
2020;Sumatera Utara;Kota Sibolga;0;0;0;0;0;0;0;0;0
2020;Sumatera Utara;Kota Tebing Tinggi;28043;774;5112;7447;327;1163;318;818;725
2020;Sumatera Barat;Kab. Pesisir Selatan;11431;10983;12888;10647;8966;235;885;0;0
2020;Sumatera Barat;Kab. Sijunjung;7278;6508;13436;6858;665;105;140;0;0
2020;Sumatera Barat;Kab. Tanah Datar;30481;0;3794;2638;985;690;0;1464;3908
2020;Sumatera Barat;Kab. Agam;0;0;0;0;0;0;0;0;0
2020;Sumatera Barat;Kab. Lima Puluh Kota;22615;9611;5654;9046;2261;1696;1131;1131;3392
2020;Sumatera Barat;Kab. Dharmasraya;0;0;7121;10682;16023;0;0;0;0
2020;Sumatera Barat;Kab. Pasaman Barat;19435;6478;12957;19435;3239;0;0;0;3239
2020;Sumatera Barat;Kota Padang;144001;19278;14168;29265;465;6503;3484;5574;9523
2020;Sumatera Barat;Kota Solok;8526;2139;1717;4131;111;100;19;204;1560
2020;Sumatera Barat;Kota Sawahlunto;0;0;0;0;0;0;0;0;0
2020;Sumatera Barat;Kota Padang Panjang;7344;4010;2442;2156;255;162;136;203;311
2020;Sumatera Barat;Kota Bukittinggi;28042;499;7617;8048;209;408;0;231;313
2020;Sumatera Barat;Kota Payakumbuh;18418;2651;4075;7685;232;557;203;310;1548
2020;Riau;Kab. Kampar;25687;12844;6422;44952;12844;6422;6422;6422;6422
2020;Riau;Kab. Indragiri Hilir;0;0;39410;36126;13137;0;0;0;0
2020;Riau;Kab. Pelalawan;5516;9929;11032;16548;3310;1655;2758;1655;2758
2020;Riau;Kab. Siak;27199;10461;6974;18132;697;1395;1395;2092;1395
2020;Riau;Kab. Kuantan Singingi;0;0;0;0;0;0;0;0;0
2020;Riau;Kota Pekanbaru;0;0;0;0;0;0;0;0;0
2020;Riau;Kota Dumai;0;0;0;0;0;0;0;0;0
2020;Jambi;Kab. Merangin;18903;10700;10343;16406;3210;2140;1783;713;7133
2020;Jambi;Kab. Sarolangun;0;0;0;0;0;0;0;0;0
2020;Jambi;Kab. Batanghari;16110;6713;8413;6265;1432;1343;895;895;2685
2020;Jambi;Kab. Muaro Jambi;0;0;0;0;0;0;0;0;0
2020;Jambi;Kab. Tanjung Jabung Barat;3047;4875;18283;18283;1828;3657;6094;1219;3657
2020;Jambi;Kab. Bungo;35107;7368;790;2491;3270;2130;3186;767;500
2020;Jambi;Kab. Tebo;0;0;0;0;0;0;0;0;0
2020;Jambi;Kota Sungai Penuh;0;0;0;0;0;0;0;0;0
2020;Sumatera Selatan;Kab. Ogan Komering Ulu;0;0;0;0;0;0;0;0;0
2020;Sumatera Selatan;Kab. Muara Enim;90521;11972;10948;25486;1691;1973;534;460;4762
2020;Sumatera Selatan;Kab. Musi Rawas;42738;5272;1110;9994;20539;550;3881;18037;1661
2020;Sumatera Selatan;Kab. Musi Banyuasin;55148;4540;8608;20054;1041;2838;757;757;851
2020;Sumatera Selatan;Kab. Banyuasin;79071;17548;34536;27774;1971;2593;4086;2614;37233
2020;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;1763;8814;12339;12339;1763;1763;3526;1763;132207
