Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2020;Sumatera Selatan;Kab. Ogan Ilir;32253;16127;10751;10751;5376;5376;5376;5376;16127
2020;Sumatera Selatan;Kab. Empat Lawang;0;0;0;0;0;0;0;0;0
2020;Sumatera Selatan;Kota Palembang;234515;21320;42639;59695;21320;17056;12792;8528;8528
2020;Sumatera Selatan;Kota Prabumulih;21205;2000;931;8758;138;310;69;103;965
2020;Bengkulu;Kab. Lebong;0;0;0;0;0;0;0;0;0
2020;Bengkulu;Kab. Kepahiang;0;0;0;0;0;0;0;0;0
2020;Bengkulu;Kab. Bengkulu Tengah;4285;9547;3182;3819;212;106;21;42;0
2020;Lampung;Kab. Lampung Barat;11201;8961;6721;15682;896;224;224;90;807
2020;Lampung;Kab. Way Kanan;406;112;35;84;0;28;14;14;7
2020;Lampung;Kab. Pesawaran;18986;20295;6547;13094;1964;655;1309;1309;1309
2020;Lampung;Kota Bandar Lampung;111766;35688;32368;48137;8576;6916;4980;6363;21855
2020;Lampung;Kota Metro;21262;2349;3539;9063;211;471;102;331;324
2020;Kepulauan Bangka Belitung;Kab. Bangka;12286;5399;14488;8835;291;1779;197;310;3361
2020;Kepulauan Bangka Belitung;Kab. Belitung;130;19433;78;155;8;65;5;78;5960
2020;Kepulauan Bangka Belitung;Kab. Bangka Tengah;11664;4082;2916;4374;583;3499;1166;292;583
2020;Kepulauan Bangka Belitung;Kab. Bangka Barat;0;0;0;0;0;0;0;0;0
2020;Kepulauan Bangka Belitung;Kab. Belitung Timur;0;0;0;0;0;0;0;0;0
2020;Kepulauan Bangka Belitung;Kota Pangkal Pinang;28667;7093;4306;5320;1263;2150;3447;1252;1917
2020;Kepulauan Riau;Kab. Bintan;7566;1072;4758;2418;97;1072;760;487;1267
2020;Kepulauan Riau;Kab. Karimun;14876;12289;15523;15846;2587;1617;970;776;194
2020;Kepulauan Riau;Kab. Natuna;0;0;0;0;0;0;0;0;0
2020;Kepulauan Riau;Kab. Lingga;4185;1381;1859;1036;183;904;396;193;20
2020;Kepulauan Riau;Kab. Kepulauan Anambas;0;0;0;0;0;0;0;0;0
2020;Kepulauan Riau;Kota Batam;149783;27511;30568;58079;3057;6114;0;3057;27511
2020;Kepulauan Riau;Kota Tanjung Pinang;11343;19985;3781;13503;1620;1080;1080;540;1080
2020;DKI Jakarta;Kab. Adm. Kep. Seribu;1457;188;11;57;5;0;0;41;4570
2020;DKI Jakarta;Kota Adm. Jakarta Pusat;0;0;0;0;0;0;0;0;0
2020;DKI Jakarta;Kota Adm. Jakarta Utara;0;0;0;0;0;0;0;0;0
2020;DKI Jakarta;Kota Adm. Jakarta Barat;502182;41603;22169;21377;10725;21521;8997;72;91123
2020;DKI Jakarta;Kota Adm. Jakarta Selatan;0;0;0;0;0;0;0;0;0
2020;DKI Jakarta;Kota Adm. Jakarta Timur;0;0;0;0;0;0;0;0;0
2020;Jawa Barat;Kab. Bandung;207386;48229;43406;96458;9646;4823;0;4823;67521
2020;Jawa Barat;Kab. Ciamis;55419;840;69274;10496;22462;13435;3569;33797;630
2020;Jawa Barat;Kab. Cirebon;0;0;0;0;0;0;0;0;0
2020;Jawa Barat;Kab. Sumedang;100140;3168;14876;20215;2846;1463;2010;1753;14345
2020;Jawa Barat;Kab. Bekasi;0;0;0;0;0;0;0;0;0
2020;Jawa Barat;Kab. Pangandaran;0;0;0;0;0;0;0;0;0
2020;Jawa Barat;Kota Bogor;49184;81892;48447;24592;3689;8607;2459;2459;24592
2020;Jawa Barat;Kota Sukabumi;30501;10324;5214;8145;595;1086;550;1250;7759
2020;Jawa Barat;Kota Bandung;250218;22369;73739;93860;5058;26697;13376;11072;65646
2020;Jawa Barat;Kota Depok;297662;2695;28844;101002;662;2695;2364;2695;34235
2020;Jawa Barat;Kota Cimahi;0;0;0;0;0;0;0;0;0
2020;Jawa Barat;Kota Tasikmalaya;51957;0;6188;5761;213;2027;0;6721;33714
2020;Jawa Barat;Kota Banjar;13135;3313;2876;7526;312;361;15;859;2167
2020;Jawa Tengah;Kab. Cilacap;197819;36463;33307;56324;4562;4288;1749;2230;6277
2020;Jawa Tengah;Kab. Purworejo;3154;70448;6309;9463;4206;526;315;1051;8622
2020;Jawa Tengah;Kab. Wonosobo;51341;27596;19253;25670;257;257;128;1284;2567
2020;Jawa Tengah;Kab. Magelang;93944;9693;65115;44487;3231;2734;1988;5965;21374
2020;Jawa Tengah;Kab. Boyolali;0;0;0;0;0;0;0;0;0
2020;Jawa Tengah;Kab. Sukoharjo;80250;3494;10815;20195;4225;5049;5447;1594;1794
2020;Jawa Tengah;Kab. Wonogiri;39916;15966;31933;39916;7983;7983;3992;7983;3992
2020;Jawa Tengah;Kab. Sragen;145683;1560;15797;22038;975;3705;585;3510;585
2020;Jawa Tengah;Kab. Blora;5423;13557;47449;54227;4067;2711;2711;2711;2711
2020;Jawa Tengah;Kab. Rembang;33128;1382;11628;29939;808;1634;669;1156;6561
2020;Jawa Tengah;Kab. Pati;0;0;0;0;0;0;0;0;0
2020;Jawa Tengah;Kab. Kudus;0;0;0;0;0;0;0;0;0
2020;Jawa Tengah;Kab. Jepara;140134;13459;29207;49942;3206;5394;2595;3053;7429
2020;Jawa Tengah;Kab. Semarang;112920;9735;17327;36991;4867;6230;0;4478;973
2020;Jawa Tengah;Kab. Temanggung;51300;61553;20650;19147;2482;4347;2246;4076;15180
2020;Jawa Tengah;Kab. Kendal;76641;29562;14112;16818;1918;4595;1309;3078;669
2020;Jawa Tengah;Kab. Batang;0;0;0;0;0;0;0;0;0
2020;Jawa Tengah;Kab. Pemalang;57188;7149;14297;35743;2859;5719;7149;10008;2859
2020;Jawa Tengah;Kab. Tegal;144994;77330;32345;53908;19332;13012;17845;5948;7064
2020;Jawa Tengah;Kab. Brebes;3611;288899;3611;54169;3611;0;3611;0;3611
2020;Jawa Tengah;Kota Magelang;11023;4350;6149;7032;262;589;164;1210;1930
2020;Jawa Tengah;Kota Salatiga;0;0;0;0;0;0;0;0;0
2020;Jawa Tengah;Kota Semarang;283288;0;47440;80154;5685;23021;4660;8342;13421
2020;D.I. Yogyakarta;Kab. Kulon Progo;42803;0;8028;10971;1070;134;0;707;0
2020;D.I. Yogyakarta;Kab. Bantul;116250;5377;12021;46719;3188;1575;77;4493;2323
2020;D.I. Yogyakarta;Kab. Gunungkidul;0;0;0;0;0;0;0;0;0
2020;D.I. Yogyakarta;Kab. Sleman;0;0;0;0;0;0;0;0;0
2020;D.I. Yogyakarta;Kota Yogyakarta;66121;14367;8138;14209;2792;895;171;14038;10957
2020;Jawa Timur;Kab. Pacitan;71347;3025;8658;17732;522;209;209;522;2086
2020;Jawa Timur;Kab. Ponorogo;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kab. Trenggalek;35052;3286;33956;31766;1095;1095;1095;1095;1095
2020;Jawa Timur;Kab. Blitar;109277;1542;19203;11568;1388;2992;802;1419;6046
2020;Jawa Timur;Kab. Lumajang;77753;32067;14112;33312;2123;6003;2672;2782;12208
2020;Jawa Timur;Kab. Bondowoso;63122;2432;7998;26519;1258;1184;1258;1048;0
2020;Jawa Timur;Kab. Situbondo;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kab. Probolinggo;33467;53547;27778;28280;669;837;20080;335;2343
2020;Jawa Timur;Kab. Sidoarjo;278723;5551;33701;43612;793;4361;793;1982;26960
2020;Jawa Timur;Kab. Jombang;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kab. Nganjuk;11516;83562;4184;9895;355;14851;386;1142;28482
2020;Jawa Timur;Kab. Magetan;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kab. Ngawi;51237;5084;13913;40936;3211;3077;4950;4682;6823
2020;Jawa Timur;Kab. Tuban;105331;27575;10403;19835;306;2916;180;2394;11051
2020;Jawa Timur;Kab. Gresik;47859;1196;13161;19144;2393;1196;1196;1196;32305
2020;Jawa Timur;Kab. Pamekasan;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kab. Sumenep;84799;1793;10105;17502;0;1740;385;1275;15191
2020;Jawa Timur;Kota Kediri;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kota Blitar;14426;3702;1415;2477;218;789;817;925;2450
2020;Jawa Timur;Kota Malang;0;0;0;0;0;0;0;0;0
2020;Jawa Timur;Kota Probolinggo;20708;1681;3799;6424;304;325;482;374;853
2020;Jawa Timur;Kota Pasuruan;4893;3097;653;2933;34;324;34;63;36364
2020;Jawa Timur;Kota Mojokerto;17843;1308;1784;714;428;952;285;119;357
2020;Jawa Timur;Kota Madiun;34938;216;3451;1725;1294;431;431;431;216
2020;Jawa Timur;Kota Surabaya;440593;13061;118687;157708;3894;11925;18902;9086;37399
2020;Banten;Kab. Lebak;56312;22525;18771;28156;15016;9385;9385;18771;9385
2020;Banten;Kab. Serang;261228;0;37851;82999;5016;995;0;7587;18905
2020;Banten;Kota Cilegon;37349;0;37772;56507;0;0;0;10657;0
2020;Banten;Kota Serang;123786;7618;15235;38088;952;1428;952;476;1904
2020;Banten;Kota Tangerang Selatan;139226;55018;52556;67874;1485;2618;1876;3321;66780
2020;Bali;Kab. Jembrana;6745;18564;6673;13285;1262;4208;4208;1623;3547
2020;Bali;Kab. Tabanan;4212;32857;31172;35384;0;0;0;1685;0
2020;Bali;Kab. Badung;16425;34800;6118;28343;2700;2217;688;1016;10348
2020;Bali;Kab. Gianyar;0;94075;17444;27359;5046;1217;1185;0;13856
2020;Bali;Kab. Bangli;5967;26651;796;1237;4376;36;199;477;40
2020;Bali;Kab. Karangasem;0;0;0;0;0;0;0;0;0
2020;Bali;Kab. Buleleng;3731;78082;7026;12704;3519;6651;5678;4156;3245
2020;Bali;Kota Denpasar;169462;14525;4842;36313;0;2421;2421;0;12104
2020;Nusa Tenggara Barat;Kab. Lombok Timur;63524;40585;6176;33526;12352;7058;5294;7058;882
2020;Nusa Tenggara Barat;Kab. Lombok Utara;0;0;0;0;0;0;0;0;0
2020;Nusa Tenggara Timur;Kab. Sumba Tengah;4119;1217;1030;1404;187;281;187;187;749
2020;Nusa Tenggara Timur;Kota Kupang;21751;12066;10637;15718;5160;2858;1707;2620;6867
2020;Kalimantan Barat;Kab. Sambas;40073;5610;14226;25046;301;1002;902;2004;11020
2020;Kalimantan Barat;Kab. Mempawah;2625;6562;6562;5250;2625;787;525;525;787
2020;Kalimantan Barat;Kab. Sanggau;48980;11859;4122;6187;0;0;0;2579;13410
2020;Kalimantan Barat;Kab. Ketapang;26461;3780;8505;39692;1890;2835;1890;945;8505
2020;Kalimantan Barat;Kab. Melawi;0;0;0;0;0;0;0;0;0
2020;Kalimantan Barat;Kota Pontianak;116883;2112;10139;8449;2816;0;141;0;282
2020;Kalimantan Barat;Kota Singkawang;21331;616;649;16210;785;715;0;546;479
2020;Kalimantan Tengah;Kab. Kotawaringin Barat;22843;2284;4569;5482;914;914;914;457;7310
2020;Kalimantan Tengah;Kab. Kotawaringin Timur;42386;4704;6831;19062;1712;3801;1110;4074;10406
2020;Kalimantan Tengah;Kab. Kapuas;28444;15170;10012;9102;228;759;0;759;11378
2020;Kalimantan Tengah;Kab. Barito Utara;5725;2290;2672;3817;954;954;382;382;1908
2020;Kalimantan Tengah;Kab. Katingan;9447;342;2183;2377;666;295;521;544;158
2020;Kalimantan Tengah;Kab. Sukamara;0;0;0;0;0;0;0;0;0
2020;Kalimantan Tengah;Kab. Pulang Pisau;5563;6327;3150;5946;755;570;196;424;731
2020;Kalimantan Tengah;Kab. Barito Timur;5290;1488;1157;6117;165;827;1075;198;215
2020;Kalimantan Tengah;Kota Palangkaraya;36826;736;3754;7959;352;683;473;531;1256
2020;Kalimantan Selatan;Kab. Barito Kuala;20219;3228;3568;4078;1053;646;170;680;340
2020;Kalimantan Selatan;Kab. Tapin;14085;1004;2944;9364;135;247;42;34;179
2020;Kalimantan Selatan;Kab. Hulu Sungai Selatan;18968;509;4513;8714;997;158;309;137;69
2020;Kalimantan Selatan;Kab. Hulu Sungai Tengah;19044;2892;4163;10406;2291;96;139;709;100
2020;Kalimantan Selatan;Kab. Hulu Sungai Utara;19680;2957;3076;4378;346;296;21;2152;2374
2020;Kalimantan Selatan;Kab. Tabalong;12860;759;6105;8633;433;939;0;1120;5274
2020;Kalimantan Selatan;Kab. Balangan;11907;2150;2252;3002;431;355;158;251;228
2020;Kalimantan Selatan;Kota Banjarmasin;101184;1159;17000;23119;2462;27029;2951;4906;1231
2020;Kalimantan Selatan;Kota Banjarbaru;21254;6036;7813;11470;242;1192;344;618;4731
2020;Kalimantan Timur;Kab. Paser;21792;87;4042;5405;547;5374;476;1395;511
2020;Kalimantan Timur;Kab. Kutai Kartanegara;57078;757;8054;6069;1575;1212;425;1351;695
2020;Kalimantan Timur;Kab. Penajam Paser Utara;18401;435;8325;11899;88;8;267;331;136
2020;Kalimantan Timur;Kota Balikpapan;74391;11185;18044;12662;6806;5170;1723;11537;34346
2020;Kalimantan Timur;Kota Samarinda;120970;15861;38518;45089;1473;1405;136;2085;1042
2020;Kalimantan Timur;Kota Bontang;16664;2266;10387;6799;793;11;94;397;359
2020;Kalimantan Utara;Kab. Nunukan;7793;1377;3930;3577;34;34;17;17;17
2020;Kalimantan Utara;Kota Tarakan;26209;7671;10228;10867;639;1278;0;0;7032
2020;Sulawesi Utara;Kab. Minahasa;0;0;0;0;0;0;0;0;0
2020;Sulawesi Utara;Kab. Kepulauan Sangihe;3812;8895;1525;4829;1271;1017;1017;1779;1271
2020;Sulawesi Utara;Kab. Minahasa Selatan;0;0;0;0;0;0;0;0;0
2020;Sulawesi Utara;Kab. Minahasa Utara;19991;284;5591;7877;114;208;144;663;3032
2020;Sulawesi Utara;Kab. Minahasa Tenggara;6513;2768;1628;2605;651;488;326;326;977
2020;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;0;0;0;0;0;0;0;0;0
2020;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;0;0;0;0;0;0;0;0;0
2020;Sulawesi Utara;Kota Bitung;24213;562;8885;9328;128;730;730;902;3826
2020;Sulawesi Utara;Kota Tomohon;0;0;0;0;0;0;0;0;0
2020;Sulawesi Utara;Kota Kotamobagu;16881;1578;3723;2682;1799;1136;820;884;2051
2020;Sulawesi Tengah;Kab. Banggai;0;0;0;0;0;0;0;0;0
2020;Sulawesi Tengah;Kab. Donggala;15540;4440;8880;5772;2664;1332;1332;1332;3108
2020;Sulawesi Tengah;Kab. Parigi Moutong;0;0;0;0;0;0;0;0;0
2020;Sulawesi Tengah;Kota Palu;51303;557;6825;7541;1374;766;492;427;3000
2020;Sulawesi Selatan;Kab. Kepulauan Selayar;12508;2044;3752;3752;1226;650;876;125;83
2020;Sulawesi Selatan;Kab. Bulukumba;3138;3138;3138;6277;1255;0;0;314;3138
2020;Sulawesi Selatan;Kab. Bantaeng;8847;8075;3230;4111;364;881;587;332;2936
2020;Sulawesi Selatan;Kab. Bone;102551;699;13971;12015;4331;559;1677;1537;2375
2020;Sulawesi Selatan;Kab. Maros;40016;5681;4063;5013;555;96;28;17;1115
2020;Sulawesi Selatan;Kab. Pangkajene Kepulauan;0;0;0;0;0;0;0;0;0
2020;Sulawesi Selatan;Kab. Soppeng;0;0;0;0;0;0;0;0;0
2020;Sulawesi Selatan;Kab. Wajo;24452;9932;3775;11093;1336;3717;1626;1278;871
2020;Sulawesi Selatan;Kab. Sidenreng Rappang;27064;4640;2996;3190;2175;1740;2030;2126;2368
2020;Sulawesi Selatan;Kab. Enrekang;0;0;0;0;0;0;0;0;0
2020;Sulawesi Selatan;Kab. Luwu;21676;5419;13547;8128;1626;542;1084;1084;1084
2020;Sulawesi Selatan;Kab. Luwu Utara;18285;20119;2069;3354;212;245;87;481;3267
2020;Sulawesi Selatan;Kab. Luwu Timur;17501;4375;10938;6563;1313;438;875;875;875
2020;Sulawesi Selatan;Kota Makassar;51987;0;7422;19136;6075;2583;0;1783;0
2020;Sulawesi Selatan;Kota Parepare;14271;2947;3247;3752;696;450;518;764;641
2020;Sulawesi Selatan;Kota Palopo;7765;11647;5824;7765;1941;1941;0;1941;0
2020;Sulawesi Tenggara;Kab. Kolaka;34422;2869;6311;8032;2869;574;574;1147;574
2020;Sulawesi Tenggara;Kab. Buton;0;0;0;0;0;0;0;0;0
2020;Sulawesi Tenggara;Kab. Kolaka Utara;0;0;0;0;0;0;0;0;0
2020;Gorontalo;Kab. Gorontalo;34244;6421;6956;535;535;535;535;535;3210
2020;Gorontalo;Kab. Pohuwato;7349;3079;2196;7728;0;0;0;258;922
2020;Sulawesi Barat;Kab. Pasangkayu;1303;1564;7819;10425;2346;0;0;0;2606
2020;Sulawesi Barat;Kab. Mamuju;22658;896;7925;7607;1624;1325;675;2568;2900
2020;Sulawesi Barat;Kab. Polewali Mandar;38372;9384;5918;6343;3629;294;229;177;1046
2020;Maluku;Kab. Buru Selatan;2248;2135;1798;2585;562;450;225;787;450
2020;Maluku;Kota Ambon;38514;8888;12147;15702;6913;4246;2963;4938;4444
2020;Maluku Utara;Kab. Halmahera Utara;25127;7989;6433;6701;465;318;111;1141;2212
2020;Maluku Utara;Kab. Pulau Morotai;0;0;0;0;0;0;0;0;0
2020;Maluku Utara;Kota Tidore Kepulauan;5696;4188;2010;1977;385;134;251;972;1139
2020;Papua;Kab. Biak Numfor;2542;7754;5138;2672;2404;4;30;765;0
2020;Papua;Kab. Keerom;931;744;931;3257;931;465;1396;186;465
2020;Papua;Kota Jayapura;61372;9780;4428;6101;4012;1895;998;425;3430
2020;Papua Barat;Kab. Manokwari;25160;0;6290;14868;0;0;0;0;10865
2020;Papua Selatan;Kab. Asmat;3215;1608;2411;6430;643;482;482;482;322
2020;Papua Barat Daya;Kab. Sorong Selatan;0;0;0;0;0;0;0;0;0
2020;Papua Barat Daya;Kab. Raja Ampat;0;0;0;0;0;0;0;0;0
2019;Aceh;Kab. Aceh Selatan;0;0;0;0;0;0;0;0;0
2019;Aceh;Kab. Aceh Tengah;7371;7371;3685;9213;1843;3685;1843;1106;737
2019;Aceh;Kab. Simeulue;923;2326;2126;5656;3008;562;602;361;481
2019;Aceh;Kab. Gayo Lues;5495;1923;1649;2336;412;412;275;275;962
2019;Aceh;Kab. Bener Meriah;0;0;0;0;0;0;0;0;0
2019;Aceh;Kota Banda Aceh;30655;10015;2613;5922;3919;6532;8099;3919;15415
2019;Aceh;Kota Sabang;0;0;0;0;0;0;0;0;0
2019;Aceh;Kota Langsa;5869;6905;2417;2417;4143;2071;2762;1726;2417
2019;Sumatera Utara;Kab. Langkat;34831;30268;28747;22206;1521;4563;3042;3042;10647
2019;Sumatera Utara;Kab. Deli Serdang;80647;55076;54289;118807;23604;19670;11802;7868;21637
2019;Sumatera Utara;Kab. Asahan;2627;139055;16261;29532;4529;12411;996;3012;18050
2019;Sumatera Utara;Kab. Dairi;22960;4544;5160;7964;132;145;83;219;141
2019;Sumatera Utara;Kab. Humbang Hasundutan;2477;11351;2064;2683;619;206;41;165;1032
2019;Sumatera Utara;Kab. Samosir;7485;3144;5988;8981;1198;599;299;150;2096
2019;Sumatera Utara;Kota Medan;298545;31098;105735;87076;6220;24879;12439;6220;49758
2019;Sumatera Utara;Kota Pematang Siantar;0;0;0;0;0;0;0;0;0
2019;Sumatera Utara;Kota Tebing Tinggi;0;0;0;0;0;0;0;0;0
2019;Sumatera Barat;Kab. Pesisir Selatan;10846;9837;10998;10090;7820;202;656;0;0
2019;Sumatera Barat;Kab. Sijunjung;6921;6267;7025;6543;7025;413;69;172;0
2019;Sumatera Barat;Kab. Tanah Datar;30405;0;3784;2631;982;688;0;1460;3898
2019;Sumatera Barat;Kab. Agam;44923;3579;4418;9662;753;100;251;201;7840
2019;Sumatera Barat;Kab. Pasaman;23643;537;3223;2148;645;215;215;752;218
2019;Sumatera Barat;Kab. Dharmasraya;0;0;6681;9845;15471;0;0;0;0
2019;Sumatera Barat;Kota Padang;143163;19637;14260;28988;374;6779;3507;5611;11455
2019;Sumatera Barat;Kota Solok;7606;2301;2807;3725;102;120;18;299;1167
2019;Sumatera Barat;Kota Sawahlunto;3108;676;1013;676;203;338;270;338;135
2019;Sumatera Barat;Kota Padang Panjang;7279;3974;2421;2137;253;160;135;201;309
2019;Sumatera Barat;Kota Bukittinggi;0;0;0;0;0;0;0;0;0
2019;Sumatera Barat;Kota Payakumbuh;17153;1831;5029;9440;78;316;181;277;1237
2019;Riau;Kab. Kampar;25183;12592;12592;44071;12592;6296;6296;6296;0
2019;Riau;Kab. Pelalawan;0;0;0;0;0;0;0;0;0
2019;Riau;Kab. Rokan Hilir;14623;60320;34729;43869;5484;5484;3656;3656;10967
2019;Riau;Kab. Siak;26501;10193;6795;17667;680;1359;1359;2039;1359
2019;Riau;Kota Pekanbaru;0;0;0;0;0;0;0;0;0
2019;Jambi;Kab. Merangin;19639;9118;13327;10521;2806;2806;2104;1403;8417
2019;Jambi;Kab. Sarolangun;0;0;0;0;0;0;0;0;0
2019;Jambi;Kab. Batanghari;15880;6617;8293;6175;1412;1323;882;882;2647
2019;Jambi;Kab. Muaro Jambi;0;0;0;0;0;0;0;0;0
2019;Jambi;Kab. Bungo;34418;7224;774;2442;3206;2088;3124;752;491
2019;Jambi;Kota Jambi;0;0;0;0;0;0;0;0;0
2019;Jambi;Kota Sungai Penuh;0;0;0;0;0;0;0;0;18420
2019;Sumatera Selatan;Kab. Ogan Komering Ulu;0;0;0;0;0;0;0;0;0
2019;Sumatera Selatan;Kab. Muara Enim;98012;12962;11854;27595;1831;2136;578;498;5156
2019;Sumatera Selatan;Kab. Lahat;5536;88578;1772;6643;1993;0;0;443;5647
2019;Sumatera Selatan;Kab. Musi Rawas;45053;18023;10808;23023;1605;1004;3002;600;404
2019;Sumatera Selatan;Kab. Musi Banyuasin;54359;4476;8485;19767;1026;2797;746;746;839
2019;Sumatera Selatan;Kab. Empat Lawang;0;0;0;0;0;0;0;0;0
2019;Sumatera Selatan;Kota Palembang;217533;28466;73077;76476;2549;11896;2124;5098;8073
2019;Sumatera Selatan;Kota Prabumulih;19337;2660;1807;8439;215;416;113;259;852
2019;Bengkulu;Kab. Bengkulu Selatan;9251;4626;4510;1850;347;463;231;1156;694
2019;Bengkulu;Kab. Bengkulu Utara;20669;24528;4840;4121;3336;523;1897;1635;3859
2019;Bengkulu;Kab. Lebong;0;0;0;0;0;0;0;0;0
2019;Bengkulu;Kab. Kepahiang;0;0;0;0;0;0;0;0;0
2019;Bengkulu;Kab. Bengkulu Tengah;3135;10449;3135;3594;418;104;21;42;0
2019;Lampung;Kab. Lampung Barat;8853;6640;4427;15493;885;221;221;89;7437
2019;Lampung;Kab. Way Kanan;395;112;33;59;33;13;13;7;0
2019;Lampung;Kab. Pringsewu;28997;8699;2900;11599;580;145;145;145;4785
2019;Lampung;Kota Bandar Lampung;74841;12473;12473;74841;12473;4989;24947;14968;17463
2019;Lampung;Kota Metro;21129;2335;3517;9006;210;468;101;329;322
2019;Kepulauan Bangka Belitung;Kab. Bangka;12179;14362;5352;8759;289;1764;195;307;3332
2019;Kepulauan Bangka Belitung;Kab. Bangka Selatan;6252;11716;3140;5448;3963;244;203;169;141
2019;Kepulauan Bangka Belitung;Kab. Bangka Tengah;11482;4019;2870;4306;574;3445;1148;287;574
2019;Kepulauan Bangka Belitung;Kota Pangkal Pinang;0;0;0;0;0;0;0;0;0
2019;Kepulauan Riau;Kab. Bintan;7022;1049;4419;2640;112;974;843;468;1198
2019;Kepulauan Riau;Kab. Karimun;16001;11521;12801;15041;2880;1920;896;2560;384
2019;Kepulauan Riau;Kab. Natuna;0;0;0;0;0;0;0;0;0
2019;Kepulauan Riau;Kab. Lingga;4063;1026;1703;1275;159;946;478;159;149
2019;Kepulauan Riau;Kab. Kepulauan Anambas;0;0;0;0;0;0;0;0;0
2019;Kepulauan Riau;Kota Batam;238298;43769;48632;92401;4863;9726;0;4863;43769
2019;Kepulauan Riau;Kota Tanjung Pinang;9430;19383;4715;13621;1572;524;1048;524;1572
2019;DKI Jakarta;Kab. Adm. Kep. Seribu;1430;184;11;56;5;0;0;40;4484
2019;DKI Jakarta;Kota Adm. Jakarta Utara;0;0;0;0;0;0;0;0;0
2019;DKI Jakarta;Kota Adm. Jakarta Selatan;0;0;0;0;0;0;0;0;0
2019;DKI Jakarta;Kota Adm. Jakarta Timur;0;0;0;0;0;0;0;0;0
2019;Jawa Barat;Kab. Sukabumi;167928;25331;26448;97858;4507;4731;410;9760;24586
2019;Jawa Barat;Kab. Ciamis;54667;828;68334;10354;22157;13253;3520;33339;621
2019;Jawa Barat;Kab. Sumedang;99531;3149;14785;20092;2829;1455;1998;1742;14258
2019;Jawa Barat;Kab. Subang;0;0;0;0;0;0;0;0;0
2019;Jawa Barat;Kab. Bekasi;0;0;0;0;0;0;0;0;0
2019;Jawa Barat;Kab. Pangandaran;0;0;0;0;0;0;0;0;0
2019;Jawa Barat;Kota Bogor;48041;79988;47320;24021;3603;8407;2402;2402;24021
2019;Jawa Barat;Kota Sukabumi;33128;7795;4547;3897;3897;2598;2598;1949;4547
2019;Jawa Barat;Kota Depok;348397;3155;33760;118217;775;3155;2767;3155;40070
2019;Jawa Barat;Kota Cimahi;0;50114;8517;15450;3070;5249;0;2971;13667
2019;Jawa Barat;Kota Tasikmalaya;51895;0;6181;5754;213;2025;0;6713;33673
2019;Jawa Tengah;Kab. Cilacap;192173;35422;32356;54716;4432;4165;1699;2166;6098
2019;Jawa Tengah;Kab. Kebumen;86064;0;16323;19290;19290;1484;0;2968;2968
2019;Jawa Tengah;Kab. Purworejo;5244;57681;8390;12585;3146;1049;524;1049;13109
2019;Jawa Tengah;Kab. Wonosobo;46165;24756;11541;23082;231;231;173;1154;2308
2019;Jawa Tengah;Kab. Boyolali;52253;1747;12918;20274;1068;1524;1019;951;5299
2019;Jawa Tengah;Kab. Klaten;77197;6433;6433;25732;643;6433;3860;643;1287
2019;Jawa Tengah;Kab. Sukoharjo;102957;1896;4166;18749;280;1856;214;214;3205
2019;Jawa Tengah;Kab. Wonogiri;35537;46979;31458;18820;10422;0;0;9673;6470
2019;Jawa Tengah;Kab. Sragen;145252;1750;16334;21584;778;4278;583;3306;583
2019;Jawa Tengah;Kab. Grobogan;32374;118706;26979;40468;5396;8094;8094;13489;16187
2019;Jawa Tengah;Kab. Rembang;31847;1328;11178;28781;777;1571;643;1111;6308
2019;Jawa Tengah;Kab. Pati;0;0;0;0;0;0;0;0;0
2019;Jawa Tengah;Kab. Kudus;116131;4772;12727;14317;3341;2386;1591;1909;0
2019;Jawa Tengah;Kab. Jepara;138291;13282;28823;49285;3164;5323;2561;3013;7331
2019;Jawa Tengah;Kab. Semarang;110584;7693;13655;35002;3654;4231;0;2308;962
2019;Jawa Tengah;Kab. Kendal;77122;29918;13784;15897;1862;4491;1271;2955;443
2019;Jawa Tengah;Kab. Batang;0;0;0;0;0;0;0;0;0
2019;Jawa Tengah;Kab. Pemalang;64196;7133;14266;28532;5706;5706;7133;2853;7133
2019;Jawa Tengah;Kab. Brebes;3302;283938;3302;23111;3302;3302;3302;3302;3302
2019;Jawa Tengah;Kota Magelang;10504;4145;12561;249;561;156;1153;1839;0
2019;Jawa Tengah;Kota Semarang;277733;0;46510;78582;5574;22570;4569;8178;13158
2019;D.I. Yogyakarta;Kab. Kulon Progo;41500;0;7784;10638;1038;130;0;686;0
2019;D.I. Yogyakarta;Kab. Bantul;130269;6493;12580;12580;27596;2232;1015;2232;3449
2019;D.I. Yogyakarta;Kab. Gunungkidul;0;0;0;0;0;0;0;0;0
