Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (ton/thn);Sampahterkelola (ton/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Bahan baku Sumber Energi;Alamat;Kelurahan;Kecamatan;Pengelola
2022;2;Jawa Tengah;Kab. Semarang;BANK SAMPAH SERASI ( BSI );BSI;A;2,28;1,69;0,00;0,00;1,69;0,00;0,00;JL. W.R. SUPRATMAN;KARANGJATI;BERGAS;Pemda
2022;2;Jawa Tengah;Kab. Kendal;Bank Sampah Berkah Induk Resik Becik Kendal;BSI;A;7,30;7,30;0,00;0,00;7,30;0,00;0,00;Jalan Lingkar Pasar RT 06 RW VI Langenharjo, Kendal;Langenharjo;Kendal;Masyarakat
2022;2;Jawa Tengah;Kab. Kendal;Bank Sampah Berkah Induk Resik Becik Kendal;BSI;A;7,30;7,30;0,00;0,00;7,30;0,00;0,00;Jalan Lingkar Pasar RT 06 RW VI Langenharjo, Kendal;Langenharjo;Kendal;Masyarakat
2022;2;Jawa Tengah;Kab. Pekalongan;BSI SAHABAT BUMI;BSI;A;219,00;156,45;19,74;9,66;127,05;0,00;0,00;Jl. Singosari No. 65;;;LSM
2022;2;Jawa Tengah;Kab. Pekalongan;BSI SAHABAT BUMI;BSI;A;219,00;156,45;19,74;9,66;127,05;0,00;0,00;Jl. Singosari No. 65;;;LSM
2022;2;Jawa Tengah;Kab. Pemalang;Bank Sampah Induk Karya Adipura;BSI;A;730,00;730,00;0,00;0,00;730,00;0,00;0,00;Jalan Ahmad Dahlan 4 Pemalang;Kebondalem;Pemalang;Pemda
2022;2;Jawa Tengah;Kota Magelang;Bank Sampah Induk LEMBAH TIDAR LESTARI;BSI;A;386,29;333,90;0,00;0,00;333,90;0,00;0,00;Pahlawan No 4;Magelang;Magelang Tengah;Pemda
2022;2;Jawa Tengah;Kota Surakarta;BANK SAMPAH KOTA SURAKARTA;BSI;A;992,44;907,76;30,66;99,65;741,32;36,14;0,00;JL. MENTERI SUPENO NO 10;;;Masyarakat
2022;2;Jawa Tengah;Kota Semarang;BS INDUK;BSI;A;85,64;85,64;0,00;0,00;85,64;0,00;0,00;JLN. TAPAK RAYA TUGUREJO, TUGU, KOTA SEMARANG;;;Masyarakat
2022;1;Jawa Tengah;Kota Semarang;BSI DLH Kota Semarang;BSI;A;215,46;215,44;0,00;0,00;215,44;0,00;0,00;Tapak Raya;Tugurejo;Tugurejo;LSM
2022;2;D.I. Yogyakarta;Kab. Kulon Progo;Dhuawar Sejahtera;BSI;A;304,41;304,41;0,00;0,00;304,41;0,00;0,00;Kroco RT 21 RW 12;Sendangsari;Pengasih;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Kulon Progo;Dhuawar Sejahtera;BSI;A;304,41;304,41;0,00;0,00;304,41;0,00;0,00;Kroco RT 21 RW 12;Sendangsari;Pengasih;Masyarakat
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Haksa Muda Kepek 1;BSI;A;255,50;255,50;0,00;200,75;54,75;0,00;0,00;KEPEK 1 RT.07 RW.08 KEPEK WONOSARI;;;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk MAJU MANDIRI;BSI;A;220,10;97,64;0,00;0,00;91,80;5,84;0,00;Umbulrejo;Umbulrejo;Ponjong;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk Catur Mandiri;BSI;A;165,71;165,56;0,00;0,00;165,56;0,00;0,00;JL. Karangmojo 01/04;Selang;Wonosari;Masyarakat
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Purwo Lestari;BSI;A;446,03;446,03;0,00;438,00;8,03;0,00;0,00;Dusun Purwosari;;;LSM
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk Catur Mandiri;BSI;A;165,71;165,56;0,00;0,00;165,56;0,00;0,00;JL. Karangmojo 01/04;Selang;Wonosari;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk K3S ( Kelompok Kerja Kelola Sampah );BSI;A;569,40;421,58;0,00;18,25;403,33;0,00;0,00;Ngoro-oro;Ngoro-oro;Patuk;Masyarakat
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Manunggal;BSI;A;109,50;109,50;0,00;101,84;7,67;0,00;0,00;Semanu Tengah;;;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk K3S ( Kelompok Kerja Kelola Sampah );BSI;A;569,40;421,58;0,00;18,25;403,33;0,00;0,00;Ngoro-oro;Ngoro-oro;Patuk;Masyarakat
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Haksa Muda Kepek 1;BSI;A;255,50;255,50;0,00;200,75;54,75;0,00;0,00;KEPEK 1 RT.07 RW.08 KEPEK WONOSARI;;;Masyarakat
2022;2;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Induk MAJU MANDIRI;BSI;A;220,10;97,64;0,00;0,00;91,80;5,84;0,00;Umbulrejo;Umbulrejo;Ponjong;Masyarakat
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Purwo Lestari;BSI;A;446,03;446,03;0,00;438,00;8,03;0,00;0,00;Dusun Purwosari;;;LSM
2022;1;D.I. Yogyakarta;Kab. Gunungkidul;Bank Sampah Manunggal;BSI;A;109,50;109,50;0,00;101,84;7,67;0,00;0,00;Semanu Tengah;;;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;Bank Sampah Induk BANK SAMPAH PEMUDA;BSI;A;438,00;438,00;0,00;0,00;438,00;0,00;0,00;KAB. TRENGGALEK;;;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;Bank Sampah Unit MITRA GUMRINING;BSI;A;73,00;0,00;0,00;0,00;0,00;0,00;0,00;Trenggalek, Tugu, Sukorejo, Gandusari, Trenggalek Regency, East Java 66372;Tugu;GANDUSARI;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;BANK SAMPAH INDUK MEKAR JAYA;BSI;A;36,50;10,37;0,00;10,37;0,00;0,00;0,00;Trenggalek, Karangan, Trenggalek Regency, East Java 66361;Karangan;Karangan;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;Bank Sampah Induk BANK SAMPAH PEMUDA;BSI;A;438,00;438,00;0,00;0,00;438,00;0,00;0,00;KAB. TRENGGALEK;;;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;Bank Sampah Unit MITRA GUMRINING;BSI;A;73,00;0,00;0,00;0,00;0,00;0,00;0,00;Trenggalek, Tugu, Sukorejo, Gandusari, Trenggalek Regency, East Java 66372;Tugu;GANDUSARI;Masyarakat
2022;2;Jawa Timur;Kab. Trenggalek;BANK SAMPAH INDUK MEKAR JAYA;BSI;A;36,50;10,37;0,00;10,37;0,00;0,00;0,00;Trenggalek, Karangan, Trenggalek Regency, East Java 66361;Karangan;Karangan;Masyarakat
2022;2;Jawa Timur;Kab. Lumajang;Bank Sampah Induk KALPATARU LUMAJANG;BSI;A;226,12;226,12;0,00;0,00;187,98;38,14;0,00;JL. LANGSEP NO. 5;KEPUHARJO;LUMAJANG;Masyarakat
2022;2;Jawa Timur;Kab. Lumajang;Bank Sampah Induk KALPATARU LUMAJANG;BSI;A;226,12;226,12;0,00;0,00;187,98;38,14;0,00;JL. LANGSEP NO. 5;KEPUHARJO;LUMAJANG;Masyarakat
2022;2;Jawa Timur;Kab. Jember;BSI Jember;BSI;A;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Perum Taman Gading AF 15 Rt. 06 Rw. 40 Kel. Tegal Besar, Kec. Kaliwates, Kab. Jember Kel. Tegal Besar, Kec. Kaliwates, Kabupaten Jember, Jawa Timur;;;Masyarakat
2022;2;Jawa Timur;Kab. Jember;BSI Jember;BSI;A;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Perum Taman Gading AF 15 Rt. 06 Rw. 40 Kel. Tegal Besar, Kec. Kaliwates, Kab. Jember Kel. Tegal Besar, Kec. Kaliwates, Kabupaten Jember, Jawa Timur;;;Masyarakat
2022;2;Jawa Timur;Kab. Banyuwangi;Bank Sampah Induk Bank Sampah Banyuwangi;BSI;A;24,56;16,40;0,00;4,09;12,31;0,00;0,00;KAB. BANYUWANGI;;;LSM
2022;2;Jawa Timur;Kab. Banyuwangi;Bank Sampah Induk Bank Sampah Banyuwangi;BSI;A;24,56;16,40;0,00;4,09;12,31;0,00;0,00;KAB. BANYUWANGI;;;LSM
2022;2;Jawa Timur;Kab. Mojokerto;Bintang Semesta Majapahit;BSI;A;142,13;141,97;0,00;0,00;141,97;0,00;0,00;Belahan Tengah;;;LSM
2022;2;Jawa Timur;Kab. Nganjuk;Bank Sampah Induk SALEPOK OMAHE NGANJUK;BSI;A;358,07;357,70;0,00;0,00;326,31;31,39;0,00;Jalan Raya Kedondong  No. 1;Kedondong;Bagor;LSM
2022;2;Jawa Timur;Kab. Nganjuk;Bank Sampah Induk SALEPOK OMAHE NGANJUK;BSI;A;358,07;357,70;0,00;0,00;326,31;31,39;0,00;Jalan Raya Kedondong  No. 1;Kedondong;Bagor;LSM
2022;2;Jawa Timur;Kab. Magetan;Omah APIK;BSI;A;547,50;547,50;0,00;0,00;547,50;0,00;0,00;Jl. Samodra Bulukerto Magetan;Bulukerto;Magetan;Pemda
2022;2;Jawa Timur;Kab. Ngawi;Bank Sampah Induk Ngawi Berkah;BSI;A;237,25;182,50;0,00;0,00;182,50;0,00;0,00;Ds. Karangasri  Kec. Ngawi Kab. Ngawi;;;Masyarakat
2022;2;Jawa Timur;Kab. Ngawi;Bank Sampah Induk Ngawi Berkah;BSI;A;237,25;182,50;0,00;0,00;182,50;0,00;0,00;Ds. Karangasri  Kec. Ngawi Kab. Ngawi;;;Masyarakat
2022;2;Jawa Timur;Kab. Bojonegoro;BSI PATROL 21;BSI;A;219,00;186,15;0,00;36,50;149,65;0,00;0,00;RT 13 RW 2;BANJARSARI;TRUCUK;Pemda
2022;2;Jawa Timur;Kab. Bojonegoro;BSI PATROL 21;BSI;A;219,00;186,15;0,00;36,50;149,65;0,00;0,00;RT 13 RW 2;BANJARSARI;TRUCUK;Pemda
2022;2;Jawa Timur;Kab. Tuban;Bank Sampah Induk ERTIGA;BSI;A;121,65;121,18;0,00;2,56;118,63;0,00;0,00;RT03 RW02;Baturetno;Tuban;LSM
2022;2;Jawa Timur;Kab. Tuban;Bank Sampah Induk ERTIGA;BSI;A;121,65;121,18;0,00;2,56;118,63;0,00;0,00;RT03 RW02;Baturetno;Tuban;LSM
2022;2;Jawa Timur;Kab. Gresik;Hobastank;BSI;A;7,30;6,94;0,00;0,00;5,72;1,22;0,00;Gending;;;Masyarakat
2022;2;Jawa Timur;Kab. Gresik;Bank Sampah Meduran Bersatu;BSI;A;29,57;26,34;0,00;0,00;26,34;0,00;0,00;Meduran Bersatu;;;LSM
2022;2;Jawa Timur;Kab. Gresik;Gemes Sekardadu;BSI;A;48,32;48,32;0,00;0,00;48,32;0,00;0,00;Jl. Raya Dewi Sekardadu;;;Masyarakat
2022;2;Jawa Timur;Kab. Gresik;PERMATA KISIK;BSI;A;18,25;18,21;0,00;0,00;18,21;0,00;0,00;Jl. Poros Desa Kisik;;;Masyarakat
2022;2;Jawa Timur;Kab. Gresik;Hobastank;BSI;A;7,30;6,94;0,00;0,00;5,72;1,22;0,00;Gending;;;Masyarakat
2022;2;Jawa Timur;Kab. Gresik;Bank Sampah Meduran Bersatu;BSI;A;29,57;26,34;0,00;0,00;26,34;0,00;0,00;Meduran Bersatu;;;LSM
2022;2;Jawa Timur;Kab. Gresik;Gemes Sekardadu;BSI;A;48,32;48,32;0,00;0,00;48,32;0,00;0,00;Jl. Raya Dewi Sekardadu;;;Masyarakat
2022;2;Jawa Timur;Kab. Gresik;PERMATA KISIK;BSI;A;18,25;18,21;0,00;0,00;18,21;0,00;0,00;Jl. Poros Desa Kisik;;;Masyarakat
2022;2;Jawa Timur;Kab. Sampang;Bank Sampah SAKERA;BSI;A;76.650,00;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Ajigunung;RONG TENGAH;Sampang;Pemda
2022;2;Jawa Timur;Kab. Sampang;Go Green;BSI;A;73,00;73,00;10,95;3,65;29,20;29,20;0,00;Jl. Agus Salim;;;Masyarakat
2022;2;Jawa Timur;Kab. Sampang;Bank Sampah SAKERA;BSI;A;76.650,00;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Ajigunung;RONG TENGAH;Sampang;Pemda
2022;2;Jawa Timur;Kab. Sampang;Go Green;BSI;A;73,00;73,00;10,95;3,65;29,20;29,20;0,00;Jl. Agus Salim;;;Masyarakat
2022;2;Jawa Timur;Kab. Pamekasan;Bank Sampah Flamboyan Pamekasan;BSI;A;313,90;309,36;0,00;0,00;309,36;0,00;0,00;Jl. Mandilaras RW. 08;Kelurahan Gladak Anyar;Pamekasan;LSM
2022;2;Jawa Timur;Kab. Pamekasan;Bank Sampah Flamboyan Pamekasan;BSI;A;313,90;309,36;0,00;0,00;309,36;0,00;0,00;Jl. Mandilaras RW. 08;Kelurahan Gladak Anyar;Pamekasan;LSM
2022;2;Jawa Timur;Kab. Sumenep;Bank Sampah induk Sumekar Sumenep;BSI;A;6,83;6,77;0,00;0,00;6,77;0,00;0,00;Jl. KH Mansyur No. 25;;;Pemda
2022;2;Jawa Timur;Kab. Sumenep;Bank Sampah induk Sumekar Sumenep;BSI;A;6,83;6,77;0,00;0,00;6,77;0,00;0,00;Jl. KH Mansyur No. 25;;;Pemda
2022;2;Jawa Timur;Kota Kediri;BANK SAMPAH INDUK DLHKP;BSI;A;3,47;3,47;0,00;2,56;0,91;0,00;0,00;JL MAYOR BISMO NO 04 KOTA KEDIRI;;;Pemda
2022;2;Jawa Timur;Kota Blitar;Bank Sampah Induk ORBIT;BSI;A;15,33;14,97;0,00;0,00;14,97;0,00;0,00;Nakulo RT 04 RW 06;Kepanjenlor;Kepanjenkidul;Masyarakat
2022;2;Jawa Timur;Kota Malang;Bank Sampah Induk BANK SAMPAH MALANG;BSI;A;773,80;764,31;0,00;0,00;726,10;38,22;0,00;JL. S. SUPRIADI NO. 38A;SUKUN;SUKUN;LSM
2022;2;Jawa Timur;Kota Probolinggo;Bank Sampah Induk Bank Sampah Maspro Mesra;BSI;A;20,26;17,45;0,00;0,00;17,45;0,00;0,00;Jalan Anggrek;Sukabumi;Mayangan;Pemda
2022;2;Jawa Timur;Kota Mojokerto;Bank Sampah Induk Kota Mojokerto;BSI;A;0,07;0,07;0,00;0,00;0,07;0,00;0,00;JL. TPA RANDEGAN;Kedundung;Magersari;LSM
2022;1;Jawa Timur;Kota Madiun;Bank Sampah Induk Kota Madiun;BSI;A;25,55;0,00;0,00;0,00;0,00;0,00;0,00;Candi Sewu;Madiun Lor;Manguharjo;Pemda
2022;2;Jawa Timur;Kota Surabaya;Bank Sampah Induk Surabaya - Yayasan Bina Bhakti Lingkungan;BSI;A;438,77;438,52;0,00;0,00;438,52;0,00;0,00;Jalan Ngagel Timur No. 26;Pucangsewu;Gubeng;LSM
2022;2;Jawa Timur;Kota Batu;Bank Sampah Induk ELHA;BSI;A;182,50;33,75;0,00;0,00;33,75;0,00;0,00;JL. Abdul Ghani Atas Gg. 4;Ngaglik;Batu;Pemda
2022;2;Banten;Kab. Lebak;Bank Sampah Induk;BSI;A;273,75;273,75;0,00;0,00;273,75;0,00;0,00;Jl. Langlang Buana 02 / 02;Rangkasbitung Timur;Rangkasbitung;Pemda
2022;2;Banten;Kab. Lebak;Bank Sampah Induk;BSI;A;273,75;273,75;0,00;0,00;273,75;0,00;0,00;Jl. Langlang Buana 02 / 02;Rangkasbitung Timur;Rangkasbitung;Pemda
2022;2;Banten;Kota Tangerang;Bank Sampah Induk Kota Tangerang;BSI;A;21,90;21,90;0,00;0,00;21,90;0,00;0,00;Jl. Terminal Cimone, RT.002/RW.001;;;LSM
2022;2;Banten;Kota Serang;Bank Sampah Digital;BSI;A;547,50;547,50;0,00;0,00;547,50;0,00;0,00;Perumahan Ciracas Serang;;;LSM
2022;2;Banten;Kota Serang;Bank Sampah Induk Poster;BSI;A;182,50;182,50;0,00;182,50;0,00;0,00;0,00;Jl.Kyai H.Abdul Latif;;;Masyarakat
2022;2;Bali;Kab. Gianyar;"Bank Sampah Induk Bank Sampah Mitra Gianyar ""BAGUS""";BSI;A;365,00;188,52;0,00;0,00;188,52;0,00;0,00;Jalan Raya Temesi Dusun Temesi;Temesi;Gianyar;LSM
2022;2;Bali;Kab. Gianyar;Bank Sampah Induk Griya Luhu;BSI;A;146,00;146,00;0,00;0,00;146,00;0,00;0,00;Kelurahan Beng;;;LSM
2022;2;Bali;Kab. Gianyar;Bank Sampah Induk Parahyangan Green Recycle;BSI;A;138,70;131,77;0,00;0,00;131,77;0,00;0,00;Desa Melinggih, Payangan;;;LSM
2022;2;Bali;Kab. Gianyar;"Bank Sampah Induk Bank Sampah Mitra Gianyar ""BAGUS""";BSI;A;365,00;188,52;0,00;0,00;188,52;0,00;0,00;Jalan Raya Temesi Dusun Temesi;Temesi;Gianyar;LSM
2022;2;Bali;Kab. Gianyar;Bank Sampah Induk Griya Luhu;BSI;A;146,00;146,00;0,00;0,00;146,00;0,00;0,00;Kelurahan Beng;;;LSM
2022;2;Bali;Kab. Gianyar;Bank Sampah Induk Parahyangan Green Recycle;BSI;A;138,70;131,77;0,00;0,00;131,77;0,00;0,00;Desa Melinggih, Payangan;;;LSM
2022;2;Bali;Kab. Klungkung;Bank sampah Takmung Asri;BSI;A;36,50;36,50;0,00;0,00;36,50;0,00;0,00;Takmung;Takmung;Banjarangkan;Masyarakat
2022;2;Bali;Kab. Klungkung;Bank sampah Takmung Asri;BSI;A;36,50;36,50;0,00;0,00;36,50;0,00;0,00;Takmung;Takmung;Banjarangkan;Masyarakat
2022;2;Bali;Kab. Bangli;Dywik;BSI;A;1.058,50;1.036,28;0,37;17,06;1.014,11;4,75;0,00;Jl. DR. Ir. Suekarno Br. Siladan, Desa Tamanbali, Bangli;Tamanbali;Bangli;LSM
2022;2;Bali;Kab. Bangli;Dywik;BSI;A;1.058,50;1.036,28;0,37;17,06;1.014,11;4,75;0,00;Jl. DR. Ir. Suekarno Br. Siladan, Desa Tamanbali, Bangli;Tamanbali;Bangli;LSM
2022;2;Bali;Kab. Karangasem;Bank Sampah Induk Sentral Amlapura;BSI;A;5.475,00;5.475,00;0,00;0,00;5.475,00;0,00;0,00;Diponegoro;Karangasem;Karangasem;LSM
2022;2;Bali;Kab. Karangasem;Bank Sampah Induk Sentral Amlapura;BSI;A;5.475,00;5.475,00;0,00;0,00;5.475,00;0,00;0,00;Diponegoro;Karangasem;Karangasem;LSM
2022;2;Bali;Kota Denpasar;BANK SAMPAH BALI WASTU LESTARI;BSI;A;1.733,75;1.733,75;0,00;0,00;1.733,75;0,00;0,00;JL. AYANI UTARA GANG GARUDA,NO. 1;PEGUYANGAN;DENPASAR UTARA;LSM
2022;2;Bali;Kota Denpasar;BANK SAMPAH BALI BERSIH;BSI;A;1.642,50;1.642,50;0,00;0,00;1.642,50;0,00;0,00;Jalan Kebo Iwa Selatan Gang. Agastia No.3;;;LSM
2022;2;Nusa Tenggara Barat;Kab. Lombok Barat;Bank Sampah Pedas Lombok NTB;BSI;A;365,00;0,22;0,00;0,00;0,00;0,22;0,00;Desa Karang bayan;;;LSM
2022;2;Nusa Tenggara Barat;Kab. Lombok Barat;Bank Sampah Mandiri Sejahtera;BSI;A;36,50;14,60;10,95;3,65;0,00;0,00;0,00;Gerung;;;Masyarakat
2022;2;Nusa Tenggara Barat;Kab. Lombok Barat;Bank Sampah Pedas Lombok NTB;BSI;A;365,00;0,22;0,00;0,00;0,00;0,22;0,00;Desa Karang bayan;;;LSM
2022;2;Nusa Tenggara Barat;Kab. Lombok Barat;Bank Sampah Mandiri Sejahtera;BSI;A;36,50;14,60;10,95;3,65;0,00;0,00;0,00;Gerung;;;Masyarakat
2022;2;Nusa Tenggara Barat;Kab. Lombok Tengah;Bank Sampah Induk Bintang Sejahtera;BSI;A;912,50;912,50;0,00;0,00;912,50;0,00;0,00;Tanak Awu Pujut;;;LSM
2022;2;Nusa Tenggara Barat;Kab. Lombok Tengah;BSI Regional Bumi Tastura Bersatu;BSI;A;1.277,50;1.277,50;0,00;182,50;1.095,00;0,00;0,00;Sepakek;;;Masyarakat
2022;2;Nusa Tenggara Barat;Kab. Lombok Tengah;Bank Sampah Induk Bintang Sejahtera;BSI;A;912,50;912,50;0,00;0,00;912,50;0,00;0,00;Tanak Awu Pujut;;;LSM
2022;2;Nusa Tenggara Barat;Kab. Lombok Tengah;BSI Regional Bumi Tastura Bersatu;BSI;A;1.277,50;1.277,50;0,00;182,50;1.095,00;0,00;0,00;Sepakek;;;Masyarakat
2022;2;Nusa Tenggara Barat;Kota Mataram;BANK SAMPAH LISAN DAN MATARAM MAGGOT CENTER KOTA MATARAM;BSI;A;4.146,40;4.045,48;4.025,95;0,00;19,53;0,00;0,00;JLN. TGH AHYAR ABDUH LINGKUNGAN KEBON TALO JAYA;AMPENAN UTARA;AMPENAN;LSM
2022;2;Kalimantan Barat;Kota Pontianak;BSI Khatulistiwa;BSI;A;281,05;281,05;0,00;0,00;281,05;0,00;0,00;Jl. Nipah Kuning Dalam;;;LSM
2022;2;Kalimantan Barat;Kota Singkawang;Besaprah;BSI;A;66,58;66,57;0,00;0,00;66,57;0,00;0,00;Jl. Pramuka;;;Pemda
2022;2;Kalimantan Tengah;Kab. Kapuas;Bank Sampah Induk SINAR HARAPAN MULIA;BSI;A;883,30;883,30;0,00;0,00;883,30;0,00;0,00;Jl. Pemuda KM. 5,5 Komplek Perumahan Sosial -;Selat Utara;Selat;LSM
2022;2;Kalimantan Tengah;Kab. Kapuas;Bank Sampah Induk SINAR HARAPAN MULIA;BSI;A;883,30;883,30;0,00;0,00;883,30;0,00;0,00;Jl. Pemuda KM. 5,5 Komplek Perumahan Sosial -;Selat Utara;Selat;LSM
2022;2;Kalimantan Tengah;Kab. Barito Selatan;Bank Sampah Buntok;BSI;A;3,29;3,20;0,00;0,00;3,20;0,00;0,00;Jl. Uria Mapas Buntok;Hilir Sper;Dusun Selatan;Pemda
2022;2;Kalimantan Tengah;Kab. Barito Selatan;Bank Sampah Buntok;BSI;A;3,29;3,20;0,00;0,00;3,20;0,00;0,00;Jl. Uria Mapas Buntok;Hilir Sper;Dusun Selatan;Pemda
2022;2;Kalimantan Tengah;Kab. Barito Utara;Bank Sampah Induk BANK SAMPAH DINAS LINGKUNGAN HIDUP KABUPATEN BARITO UTARA;BSI;A;25,55;0,00;0,00;0,00;0,00;0,00;0,00;SIMPANG PRAMUKA I;LANJAS;TEWEH TENGAH;Pemda
2022;2;Kalimantan Tengah;Kab. Barito Utara;Bank Sampah Induk BANK SAMPAH DINAS PUPR KABUPATEN BARITO UTARA;BSI;A;25,55;25,55;0,00;0,00;25,55;0,00;0,00;PENDREH;MELAYU;TEWEH TENGAH;Pemda
2022;2;Kalimantan Tengah;Kab. Barito Utara;Bank Sampah Induk BANK SAMPAH DINAS LINGKUNGAN HIDUP KABUPATEN BARITO UTARA;BSI;A;25,55;0,00;0,00;0,00;0,00;0,00;0,00;SIMPANG PRAMUKA I;LANJAS;TEWEH TENGAH;Pemda
2022;2;Kalimantan Tengah;Kab. Barito Utara;Bank Sampah Induk BANK SAMPAH DINAS PUPR KABUPATEN BARITO UTARA;BSI;A;25,55;25,55;0,00;0,00;25,55;0,00;0,00;PENDREH;MELAYU;TEWEH TENGAH;Pemda
2022;2;Kalimantan Tengah;Kota Palangkaraya;Bank Sampah Induk;BSI;A;182,50;14,97;0,00;0,00;14,97;0,00;0,00;Jalan  Anoi;;;Pemda
2022;2;Kalimantan Selatan;Kab. Barito Kuala;Bank Sampah Induk Kuala Lupak;BSI;A;182,50;182,50;0,00;0,00;182,50;0,00;0,00;Desa Kuala Lupak;Desa Kuala Lupak;Tabunganen;Pemda
2022;2;Kalimantan Selatan;Kab. Barito Kuala;Bank Sampah Induk Kuala Lupak;BSI;A;182,50;182,50;0,00;0,00;182,50;0,00;0,00;Desa Kuala Lupak;Desa Kuala Lupak;Tabunganen;Pemda
2022;2;Kalimantan Selatan;Kab. Tapin;Bank Sampah Induk Tapin;BSI;A;688,03;684,38;0,00;0,00;684,38;0,00;0,00;Gubernur H.Aberani Sulaiman RT.011 / RW.02;Rantau Kiwa;Tapin Utara;Pemda
2022;2;Kalimantan Selatan;Kab. Tapin;Bank Sampah Induk Tapin;BSI;A;688,03;684,38;0,00;0,00;684,38;0,00;0,00;Gubernur H.Aberani Sulaiman RT.011 / RW.02;Rantau Kiwa;Tapin Utara;Pemda
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Selatan;Bank Sampah Induk Hulu Sungai Selatan;BSI;A;255,50;251,85;0,00;0,00;219,00;32,85;0,00;Panyumbalihan  IV/4;KANDANGAN BARAT;KANDANGAN;Pemda
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Selatan;Bank Sampah Induk Hulu Sungai Selatan;BSI;A;255,50;251,85;0,00;0,00;219,00;32,85;0,00;Panyumbalihan  IV/4;KANDANGAN BARAT;KANDANGAN;Pemda
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Tengah;Bank Sampah Murakata Induk 001 DLHP;BSI;A;120,82;120,45;0,00;0,00;120,45;0,00;0,00;Jalan Sungai Tabuk Halaman Dinas LHP;;;Pemda
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Tengah;Bank Sampah Urban Dewan;BSI;A;185,03;185,03;0,00;0,00;185,03;0,00;0,00;Kelurahan Bukat;;;Masyarakat
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Tengah;Bank Sampah Murakata Induk 001 DLHP;BSI;A;120,82;120,45;0,00;0,00;120,45;0,00;0,00;Jalan Sungai Tabuk Halaman Dinas LHP;;;Pemda
2022;2;Kalimantan Selatan;Kab. Hulu Sungai Tengah;Bank Sampah Urban Dewan;BSI;A;185,03;185,03;0,00;0,00;185,03;0,00;0,00;Kelurahan Bukat;;;Masyarakat
2022;2;Kalimantan Selatan;Kota Banjarbaru;Bank Sampah Banjarbaru;BSI;A;7,23;7,20;0,00;0,00;7,20;0,00;0,00;Jl. Trikora RT.05 RW.04;Loktabat Selatan;Banjarbaru Selatan;LSM
2022;2;Kalimantan Timur;Kab. Paser;Bank Sampah Induk Mahabbah;BSI;A;172,97;104,59;0,00;0,00;103,82;0,76;0,00;Jl. Kusuma Bangsa;Tepian Batang;Tanah Grogot;Pemda
2022;2;Kalimantan Timur;Kab. Paser;Bank Sampah Induk Mahabbah;BSI;A;172,97;104,59;0,00;0,00;103,82;0,76;0,00;Jl. Kusuma Bangsa;Tepian Batang;Tanah Grogot;Pemda
2022;2;Kalimantan Timur;Kab. Berau;Bank Sampah Induk Sanggam;BSI;A;15,34;0,00;0,00;0,00;0,00;0,00;0,00;Dewantara 11;Karang Ambun;Tanjung Redeb;Pemda
2022;2;Kalimantan Timur;Kab. Berau;Bank Sampah Induk Sanggam;BSI;A;15,34;0,00;0,00;0,00;0,00;0,00;0,00;Dewantara 11;Karang Ambun;Tanjung Redeb;Pemda
2022;2;Kalimantan Timur;Kab. Kutai Timur;Bank Sampah RKPL;BSI;A;1,46;0,00;0,00;0,00;0,00;0,00;0,00;Kabo;Swargabara;Samgatta Utara;LSM
